CODEINSEE0;CODEINTERNE1;Observation2;Année3;"MontantTitre"4;"MontantconventionAnnéeN"5;"MontantAnnexe2"6;type7;"dated'envoicollectivitépoursignature"8;dateretour9;datesignaturedelaconvention10;"dated'envoicollectivitésigné"11;"RévisionEnvoi"12;RévisionRetour13;EnvoiRPQS14;RetourRPQS15;"MandatRPQS"16;nødetitre17;"dateémissiontitre"18;"EnvoiAnnexe2marché"19;"RetourAnnexe2signee"20;"MandatSPAC"21;DateArrˆtéDUP22
55184;A91;;2017;0;1332;1072.84;19;;;;;07/11/16;28/11/16;;;1;;;15/02/17;10/03/17;1;;;
55198;A92;;2013;929.51;600;329.51;17;05/03/13;30/04/13;15/05/13;17/05/13;;;;;0;6435;20/08/13;13/05/13;21/05/13;0;;;
55198;A92;;2014;1283.5;600;683.5;17;;;;;;;22/01/14;;0;773;21/03/14;14/01/14;27/01/14;0;;;
55198;A93;;2015;1370.4;684;686.4;19;25/11/14;20/02/15;25/02/15;26/02/15;;;04/03/16;;0;1757;01/05/15;21/01/15;20/02/15;1;;;
55198;A93;;2016;1385.87;684;701.87;19;;;;;16/11/15;07/12/15;24/02/17;;0;5699;31/12/2016;16/11/15;07/12/15;1;;;
55198;A93;;2017;0;684;715.23;19;;;;;25/10/16;09/11/16;;;0;;;30/01/17;10/02/17;1;;;
55207;A94;;2011;577.42;250;327.42;17;04/01/11;11/02/11;18/02/11;23/02/11;;;;;0;2595;11/07/11;04/01/11;11/02/11;0;;;
55207;A94;;2012;250;250;;17;;;;;11/01/12;;;;0;2174;08/06/12;;;0;;;
55207;A94;CCAEMau1/1/14;2013;406.8;275;131.8;17;;;;;14/01/13;;11/01/13;;0;3037;31/05/13;15/04/13;25/04/13;0;;;
55215;A95;;2009;610;610;;21;10/04/09;16/04/09;07/05/09;12/05/09;;;;;0;1672;18/05/09;;;0;;;
55215;A96;Annulation366du11/10/12;2012;885;885;0;17;12/01/12;24/01/12;27/01/12;31/01/12;;;;;0;2187;08/06/12;12/01/12;24/01/12;0;;;
55215;A96;;2013;1207.61;944;263.61;17;;;;;14/01/13;;11/01/13;08/04/13;1;2078;30/04/13;15/04/13;17/04/13;0;;;
55215;A96;;2014;1217.4;944;273.4;17;;;;;03/12/13;11/12/13;22/01/14;;1;774;21/03/14;14/01/14;21/01/14;0;;;
55215;A97;;2015;1100.56;826;274.56;18;25/11/14;01/12/14;05/12/14;10/12/14;;;;;1;1768;01/05/15;10/12/14;15/12/14;1;;;
55215;A97;;2016;1247.13;826;280.75;18;;;;;16/11/15;23/11/15;04/03/16;;1;3086;28/07/16;24/06/16;27/06/16;1;;;
55215;A97;pasdeservice;2017;0;854.7;286.09;18;;;;;25/10/16;07/11/16;;;1;;;30/01/17;20/02/17;0;;;
55219;A98;;2009;250;250;;21;10/04/09;22/04/09;07/05/09;12/05/09;;;;;0;1670;18/05/09;;;0;;;
55219;A99;;2017;0;275;357.61;19;18/01/17;08/02/17;15/02/17;15/02/17;;;24/02/17;;0;;;30/01/17;08/02/17;1;;;
55219;A99;;2018;0;0;;19;;;;;;;;;0;;;;;1;;;
55219;A99;;2019;0;0;;19;;;;;;;;;0;;;;;1;;;
55224;A100;;2013;612.6;480.8;131.8;17;24/05/13;29/05/13;05/06/13;07/06/13;;;;;0;6429;20/08/13;24/05/13;29/05/13;0;;;
55224;A100;;2014;617.5;480.8;136.7;17;;;;;;;22/01/14;;0;988;27/03/14;14/01/14;24/02/14;0;;;
55224;A101;;2015;487.28;350;137.28;18;25/11/14;26/12/14;05/01/15;07/01/15;;;04/03/16;;0;1619;29/04/15;05/01/15;17/02/15;1;;;
