Captage (BSS);Commune;Code insee commune;pourcentage de population de cette commune aliment‚e par ce captage (%)
02271X0066;SAUDRUPT;55470;100
02272X0011;SAVONNIERES-DEVANT-BAR;55476;100
02272X0052;LONGEVILLE-EN-BARROIS;55302;100
02272X0055;SALMAGNE;55466;100
02272X0055;TRONVILLE-EN-BARROIS;55519;100
02273X0010;CULEY;55138;100
02273X0010;RESSON;55426;100
02273X0011;TANNOIS;55504;100
02273X0013;GUERPONT;55221;100
02273X0013;SILMONT;55488;100
02274X0009;NANCOIS-SUR-ORNAIN;55372;100
02275X0026;AULNOIS-EN-PERTHOIS;55015;100
02275X0026;BAUDONVILLIERS;55031;100
02275X0026;BAZINCOURT-SUR-SAULX;55035;100
02275X0026;BOUCHON-SUR-SAULX;55061;100
02275X0026;BRAUVILLIERS;55075;100
02275X0026;COUSANCES-LES-FORGES;55132;100
02275X0026;DAMMARIE-SUR-SAULX;55144;100
02275X0026;FOUCHERES-AUX-BOIS;55195;100
02275X0026;JUVIGNY-EN-PERTHOIS;55261;100
02275X0026;LAVINCOURT;55284;100
02275X0026;MAULAN;55326;100
02275X0026;MENIL-SUR-SAULX;55335;100
02275X0026;MONTPLONNE;55352;100
02275X0026;MORLEY;55359;100
02275X0026;NANT-LE-PETIT;55374;100
02275X0026;RUPT-AUX-NONAINS;55447;100
02275X0026;SAVONNIERES-EN-PERTHOIS;55477;100
02275X0026;SOMMELONNE;55494;100
02275X0026;STAINVILLE;55501;100
02277X0021;NANT-LE-GRAND;55373;100
02278X0010;VELAINES;55543;10
02278X0010;LIGNY-EN-BARROIS;55291;5
02278X0020;LIGNY-EN-BARROIS;55291;5
02278X0020;GIVRAUVAL;55214;10
02278X0020;CHANTERAINE;55358;10
02278X0020;LONGEAUX;55300;100
02278X0020;MENAUCOURT;55332;100
02278X0020;NAIX-AUX-FORGES;55370;100
02278X0020;SAINT-AMAND-SUR-ORNAIN;55452;100
02278X0020;NANTOIS;55376;100
02278X0039;VELAINES;55543;90
02278X0039;LIGNY-EN-BARROIS;55291;90
02278X0039;GIVRAUVAL;55214;90
02278X0039;CHANTERAINE;55358;90
02278X0050;COUVERTPUIS;55133;100
02278X0050;HEVILLIERS;55246;100
02278X0050;VILLERS-LE-SEC;55562;100
02281X0008;ERNEVILLE-AUX-BOIS;55179;80
02281X0009;LEROUVILLE;55288;34
02281X0009;VADONVILLE;55526;34
02281X0015;LEROUVILLE;55288;33
02281X0015;VADONVILLE;55526;33
02282X0002;LANEUVILLE-AU-RUPT;55278;50
02282X0004;CHONVILLE-MALAUMONT;55114;100
02282X0005;LEROUVILLE;55288;33
02282X0005;VADONVILLE;55526;33
02282X0029;LANEUVILLE-AU-RUPT;55278;50
02283X0005;VIGNOT;55553;100
02283X0022;SORCY-SAINT-MARTIN;55496;100
02283X0024;EUVILLE;55184;50
02283X0029;COMMERCY;55122;100
02284X0003;PAGNY-SUR-MEUSE;55398;50
02284X0005;TROUSSEY;55520;100
02284X0019;EUVILLE;55184;50
02285X0013;BOVIOLLES;55067;100
02285X0039;TREVERAY;55516;100
02285X0039;SAINT-JOIRE;55459;100
02286X0009;VILLEROY-SUR-MEHOLLE;55559;100
02286X0021;BOVEE-SUR-BARBOURE;55066;80
02286X0037;BOVEE-SUR-BARBOURE;55066;10
02286X0041;BOVEE-SUR-BARBOURE;55066;10
02286X0043;BROUSSEY-EN-BLOIS;55084;100
02287X0007;VAUCOULEURS;55533;90
02287X0029;VOID-VACON;55573;0
02287X0034;MELIGNY-LE-GRAND;55330;33
02287X0034;NAIVES-EN-BLOIS;55368;33
02287X0036;NAIVES-EN-BLOIS;55368;33
02287X0036;MELIGNY-LE-GRAND;55330;33
02287X0057;NAIVES-EN-BLOIS;55368;34
02287X0057;MELIGNY-LE-GRAND;55330;34
02287X0057;VOID-VACON;55573;100
02288X0018;RIGNY-LA-SALLE;55433;100
02288X0018;RIGNY-SAINT-MARTIN;55434;100
02288X0019;SAINT-GERMAIN-SUR-MEUSE;55456;100
02288X0019;UGNY-SUR-MEUSE;55522;100
02288X0019;OURCHES-SUR-MEUSE;55396;100
02288X0058;PAGNY-SUR-MEUSE;55398;50
02653X0004;MONTIERS-SUR-SAULX;55348;100
02654X0006;BIENCOURT-SUR-ORGE;55051;50
02654X0006;RIBEAUCOURT;55430;50
02654X0015;BIENCOURT-SUR-ORGE;55051;50
02654X0015;RIBEAUCOURT;55430;50
02661X0004;HOUDELAINCOURT;55248;100
02661X0021;BONNET;55059;100
02661X0027;BAUDIGNECOURT;55030;100
02661X0027;DEMANGE-AUX-EAUX;55150;100
02662X0003;MAUVAGES;55327;50
02662X0004;MAUVAGES;55327;50
02662X0009;ABAINVILLE;55001;34
02662X0009;CHASSEY-BEAUPRE;55104;34
02662X0009;DELOUZE-ROSIERES;55148;34
02662X0009;GONDRECOURT-LE-CHATEAU;55215;34
02662X0028;ABAINVILLE;55001;33
02662X0028;CHASSEY-BEAUPRE;55104;33
02662X0028;DELOUZE-ROSIERES;55148;33
02662X0028;GONDRECOURT-LE-CHATEAU;55215;33
02663X0002;BADONVILLIERS-GERAUVILLIERS;55026;100
02663X0004;MAXEY-SUR-VAISE;55328;100
02663X0015;MONTIGNY-LES-VAUCOULEURS;55350;100
02663X0017;AMANTY;55005;0
02663X0024;AMANTY;55005;0
02663X0042;AMANTY;55005;100
02663X0043;AMANTY;55005;0
02664X0002;PAGNY-LA-BLANCHE-COTE;55397;100
02664X0005;BUREY-EN-VAUX;55088;100
02664X0005;EPIEZ-SUR-MEUSE;55173;100
02664X0005;NEUVILLE-LES-VAUCOULEURS;55381;100
02664X0009;VAUCOULEURS;55533;10
02664X0015;SEPVIGNY;55485;100
02664X0026;CHAMPOUGNY;55100;100
02664X0029;TAILLANCOURT;55503;100
02664X0029;MONTBRAS;55344;100
02664X0054;CHALAINES;55097;100
02665X0001;ABAINVILLE;55001;33
02665X0001;CHASSEY-BEAUPRE;55104;33
02665X0001;DELOUZE-ROSIERES;55148;33
02665X0001;GONDRECOURT-LE-CHATEAU;55215;31
02665X0002;HORVILLE-EN-ORNOIS;55247;50
02665X0002;GONDRECOURT-LE-CHATEAU;55215;1
02665X0031;HORVILLE-EN-ORNOIS;55247;50
02665X0031;GONDRECOURT-LE-CHATEAU;55215;1
02666X0003;DAINVILLE-BERTHELEVILLE;55142;100
02667X0002;VOUTHON-BAS;55574;0
02667X0015;ROISES;55436;100
02667X0015;VAUDEVILLE-LE-HAUT;55534;100
02667X0015;VOUTHON-BAS;55574;100
02667X0015;VOUTHON-HAUT;55575;100
02668X0006;SAUVIGNY;55474;0
02668X0009;BRIXEY-AUX-CHANOINES;55080;100
02668X0016;BUREY-LA-COTE;55089;100
02668X0021;GOUSSAINCOURT;55217;100
02668X0026;SAUVIGNY;55474;100
02671X0013;SAULXURES-LES-VANNES;;0
02671X0028;PAGNY-LA-BLANCHE-COTE;55397;0
