CodeINSEE;PopulationDGF2014;PopulationDGF2015;In‚ligibilit‚2016;PopulationDGF2016;CommunesUrbaines;PF2015;PF2016;Eligibilit‚(PF<1005?);In‚ligibilit‚2017;;;;;;;;;
55509;298;304;;294;;348;362;VRAI;;;;;;;;;;
55511;163;163;;164;;409;412;VRAI;;;;;;;;;;
55512;295;298;;300;;293;283;VRAI;;;;;;;;;;
55514;653;644;;637;;603;630;VRAI;;;;;;;;;;
55515;81;75;;75;;407;408;VRAI;;;;;;;;;;
55516;645;639;;630;;588;597;VRAI;;;;;;;;;;
55254;140;144;x;141;;1174;1244;FAUX;x;;;;;;;;;
55519;1601;1586;x;1569;;1019;1103;FAUX;x;;;;;;;;;
55520;437;438;;440;;378;379;VRAI;;;;;;;;;;
55521;268;272;;280;;424;422;VRAI;;;;;;;;;;
55522;109;109;;111;;428;424;VRAI;;;;;;;;;;
55523;148;163;;170;;579;866;VRAI;;;;;;;;;;
55525;73;75;x;81;;1016;933;VRAI;;;;;;;;;;
55526;273;277;;276;;394;436;VRAI;;;;;;;;;;
55530;117;111;;110;;826;836;VRAI;;;;;;;;;;
55366;1027;1015;;1020;;678;699;VRAI;;;;;;;;;;
55527;699;697;;696;;576;714;VRAI;;;;;;;;;;
55528;60;63;;63;;573;558;VRAI;;;;;;;;;;
55531;297;308;;312;;614;635;VRAI;;;;;;;;;;
55532;339;339;;339;;456;457;VRAI;;;;;;;;;;
55533;2100;2088;;2088;;627;628;VRAI;;;;;;;;;;
55534;73;72;x;69;;1917;2119;FAUX;x;;;;;;;;;
55535;80;79;;79;;467;509;VRAI;;;;;;;;;;
55536;30;29;;29;;894;891;VRAI;;;;;;;;;;
55537;75;72;;71;;598;951;VRAI;;;;;;;;;;
55540;63;61;;61;;521;530;VRAI;;;;;;;;;;
55541;503;504;;505;;611;642;VRAI;;;;;;;;;;
55543;944;932;x;934;;1136;1202;FAUX;x;;;;;;;;;
55544;170;177;;179;;354;347;VRAI;;;;;;;;;;
55545;19586;19624;x;19230;OUI;935;852;VRAI;x;;;;;;;;;
55546;223;221;;218;;345;344;VRAI;;;;;;;;;;
55547;141;140;;132;;335;358;VRAI;;;;;;;;;;
55549;115;118;;119;;478;484;VRAI;;;;;;;;;;
55551;1747;1735;;1752;;690;693;VRAI;;;;;;;;;;
55552;100;96;;94;;384;389;VRAI;;;;;;;;;;
55553;1363;1351;;1346;;492;543;VRAI;;;;;;;;;;
55554;267;273;;275;;311;321;VRAI;;;;;;;;;;
55555;27;26;;29;;833;753;VRAI;;;;;;;;;;
55556;54;54;;53;;505;508;VRAI;;;;;;;;;;
55557;138;140;;137;;741;808;VRAI;;;;;;;;;;
55559;39;38;x;36;;1607;1701;FAUX;x;;;;;;;;;
55560;140;137;;141;;610;621;VRAI;;;;;;;;;;
55561;68;66;;65;;665;683;VRAI;;;;;;;;;;
55562;145;145;;145;;129;116;VRAI;;;;;;;;;;
55563;82;80;;78;;459;504;VRAI;;;;;;;;;;
55565;67;73;;75;;419;403;VRAI;;;;;;;;;;
55566;287;291;;300;;347;342;VRAI;;;;;;;;;;
55567;121;127;;132;;636;620;VRAI;;;;;;;;;;
55568;316;309;;309;;427;419;VRAI;;;;;;;;;;
55569;170;170;;173;;445;457;VRAI;;;;;;;;;;
55570;197;203;;209;;560;551;VRAI;;;;;;;;;;
55571;240;241;;246;;558;556;VRAI;;;;;;;;;;
55572;90;88;;86;;461;493;VRAI;;;;;;;;;;
55573;1719;1717;;1703;;625;631;VRAI;;;;;;;;;;
55574;71;68;;61;;421;438;VRAI;;;;;;;;;;
55575;80;81;x;79;;1544;1570;FAUX;x;;;;;;;;;
55577;67;65;;65;;643;731;VRAI;;;;;;;;;;
55578;217;214;;213;;449;463;VRAI;;;;;;;;;;
55579;113;116;;117;;405;410;VRAI;;;;;;;;;;
55580;47;49;;50;;524;534;VRAI;;;;;;;;;;
55581;134;127;;121;;786;815;VRAI;;;;;;;;;;
55582;125;122;;121;;494;506;VRAI;;;;;;;;;;
55583;195;196;;202;;496;536;VRAI;;;;;;;;;;
55584;127;126;;132;;514;507;VRAI;;;;;;;;;;
55586;96;96;;98;;638;635;VRAI;;;;;;;;;;
