"CodeINSEE";"PopulationDGF2013";"PopulationDGF2014";"In‚ligibilit‚2015";"PopulationDGF2015";"CommunesUrbaines";PF2014;PF2015;"Eligibilit‚(PF<993?)";"In‚ligibilit‚2016";;;;;;;;;
55520;435;437;;438;;370;378;VRAI;;;;;;;;;;
55521;264;268;;272;;420;424;VRAI;;;;;;;;;;
55522;107;109;;109;;422;428;VRAI;;;;;;;;;;
55523;132;148;;163;;611;579;VRAI;;;;;;;;;;
55525;73;73;X;75;;1039;1016;FAUX;x;;;;;;;;;
55526;268;273;;277;;421;394;VRAI;;;;;;;;;;
55527;709;699;;697;;544;576;VRAI;;;;;;;;;;
55528;62;60;;63;;626;573;VRAI;;;;;;;;;;
55530;124;117;;111;;753;826;VRAI;;;;;;;;;;
55531;309;297;;308;;637;614;VRAI;;;;;;;;;;
55532;339;339;;339;;455;456;VRAI;;;;;;;;;;
55533;2110;2100;;2088;;629;627;VRAI;;;;;;;;;;
55534;76;73;X;72;;1865;1917;FAUX;x;;;;;;;;;
55535;77;80;;79;;482;467;VRAI;;;;;;;;;;
55536;30;30;;29;;852;894;VRAI;;;;;;;;;;
55537;76;75;;72;;579;598;VRAI;;;;;;;;;;
55540;64;63;;61;;480;521;VRAI;;;;;;;;;;
55541;498;503;;504;;614;611;VRAI;;;;;;;;;;
55543;956;944;X;932;;1123;1136;FAUX;x;;;;;;;;;
55544;169;170;;177;;380;354;VRAI;;;;;;;;;;
55545;19812;19586;X;19624;OUI;931;935;VRAI;x;;;;;;;;;
55546;229;223;;221;;338;345;VRAI;;;;;;;;;;
55547;142;141;;140;;331;335;VRAI;;;;;;;;;;
55549;111;115;;118;;485;478;VRAI;;;;;;;;;;
55551;1744;1747;;1735;;673;690;VRAI;;;;;;;;;;
55552;102;100;;96;;373;384;VRAI;;;;;;;;;;
55553;1368;1363;;1351;;477;492;VRAI;;;;;;;;;;
55554;256;267;;273;;333;311;VRAI;;;;;;;;;;
55555;28;27;;26;;809;833;VRAI;;;;;;;;;;
55556;56;54;;54;;514;505;VRAI;;;;;;;;;;
55557;138;138;;140;;746;741;VRAI;;;;;;;;;;
55559;39;39;X;38;;1539;1607;FAUX;x;;;;;;;;;
55560;142;140;;137;;596;610;VRAI;;;;;;;;;;
55561;75;68;;66;;651;665;VRAI;;;;;;;;;;
55562;142;145;;145;;135;129;VRAI;;;;;;;;;;
55563;82;82;;80;;451;459;VRAI;;;;;;;;;;
55565;67;67;;73;;473;419;VRAI;;;;;;;;;;
55566;269;287;;291;;361;347;VRAI;;;;;;;;;;
55567;120;121;;127;;651;636;VRAI;;;;;;;;;;
55568;321;316;;309;;415;427;VRAI;;;;;;;;;;
55569;165;170;;170;;446;445;VRAI;;;;;;;;;;
55570;197;197;;203;;589;560;VRAI;;;;;;;;;;
55571;237;240;;241;;559;558;VRAI;;;;;;;;;;
55572;93;90;;88;;484;461;VRAI;;;;;;;;;;
55573;1719;1719;;1717;;629;625;VRAI;;;;;;;;;;
55574;70;71;;68;;411;421;VRAI;;;;;;;;;;
55575;80;80;X;81;;1560;1544;FAUX;x;;;;;;;;;
55577;67;67;;65;;589;643;VRAI;;;;;;;;;;
55578;217;217;;214;;443;449;VRAI;;;;;;;;;;
55579;114;113;;116;;437;405;VRAI;;;;;;;;;;
55580;47;47;;49;;538;524;VRAI;;;;;;;;;;
55581;139;134;;127;;770;786;VRAI;;;;;;;;;;
55582;124;125;;122;;478;494;VRAI;;;;;;;;;;
55583;192;195;;196;;506;496;VRAI;;;;;;;;;;
55584;123;127;;126;;516;514;VRAI;;;;;;;;;;
55586;96;96;;96;;617;638;VRAI;;;;;;;;;;
