CODE_OUVR;DATE_MESURE;CODE_PARAM;CONCENTRATION;RENDEMENT;CONFORM;FLUX_ENTREE;FLUX_SORTIE;DEBIT_ENTREE;DEBIT_SORTIE
25546702263;21/10/15;79;41.4;60.50998725;107;2.1177;0.83628;18.1;20.2
25546702263;21/10/15;76;11.4;0;107;0;0.23028;18.1;20.2
25546702263;21/10/15;78;6.4;36.7916687;107;0.20453;0.12928;18.1;20.2
25546702263;21/10/15;80;53.05;49.39745951;107;2.1177;1.07161;18.1;20.2
25518402496;12/09/16;74;94;79.87336385;105;89.5321;18.0198;190.9;191.7
25518402496;12/09/16;79;20.7;66.90008441;107;11.98852;3.96819;190.9;191.7
25518402496;12/09/16;76;24.3;0;107;0;4.65831;190.9;191.7
25518402496;12/09/16;78;6.01;16.06139136;107;1.372571;1.152117;190.9;191.7
25518402496;12/09/16;80;46.87;25.05347616;107;11.98852;8.984979;190.9;191.7
25557302065;29/08/16;71;160;58.97435897;105;39.546;16.224;101.4;101.4
25557302065;29/08/16;75;65;86.73469388;105;49.686;6.591;101.4;101.4
25557302065;29/08/16;74;435;52.97297297;106;93.795;44.109;101.4;101.4
25549601975;26/08/13;71;39;75.19992526;107;16.056;3.9819;89.2;102.1
25549601975;26/08/13;75;16;91.2790946;107;18.732;1.6336;89.2;102.1
25549601975;26/08/13;74;93;81.12596603;107;50.3088;9.4953;89.2;102.1
25547300817;24/07/13;71;4.2;99.44736842;105;21.204;0.11718;27.9;27.9
25547300817;24/07/13;75;7;98.47826087;105;12.834;0.1953;27.9;27.9
25547300817;24/07/13;74;37;97.25925926;105;37.665;1.0323;27.9;27.9
25547300817;24/07/13;79;2.1;97.96116505;107;2.8737;0.05859;27.9;27.9
25547300817;24/07/13;76;23;0;107;0;0.6417;27.9;27.9
25549601975;26/08/13;79;29.8;56.60350985;107;7.01112;3.04258;89.2;102.1
25549601975;26/08/13;76;3.435;0;107;0;0.3507135;89.2;102.1
25549601975;26/08/13;78;7.1;12.61512127;107;0.82956;0.72491;89.2;102.1
25549601975;26/08/13;80;33.285;51.52845052;107;7.01112;3.3983985;89.2;102.1
25549601975;28/11/13;71;62;93.92305807;107;122.43;7.44;111.3;120
25549601975;28/11/13;75;45;85.29772115;107;36.729;5.4;111.3;120
25549601975;28/11/13;74;109;86.27100285;107;95.2728;13.08;111.3;120
25549601975;28/11/13;79;14.9;78.55181572;107;8.33637;1.788;111.3;120
25549601975;28/11/13;76;16.1;0;107;0;1.932;111.3;120
25549601975;28/11/13;78;3.88;56.28747743;107;1.065141;0.4656;111.3;120
25549601975;28/11/13;80;32.58;53.10188967;107;8.33637;3.9096;111.3;120
25549601975;05/05/14;71;140;73.85019355;107;36.941;9.66;69.7;69
25549601975;05/05/14;75;44;68.88706702;107;9.758;3.036;69.7;69
25549601975;05/05/14;74;264;68.24439404;107;57.3631;18.216;69.7;69
25549601975;05/05/14;79;81.6;9.337275191;107;6.21027;5.6304;69.7;69
25549601975;05/05/14;76;4.05;0;107;0;0.27945;69.7;69
25549601975;05/05/14;78;9.47;-28.42318351;107;0.50881;0.65343;69.7;69
25549601975;05/05/14;80;87.23;3.081991604;107;6.21027;6.01887;69.7;69
25549601975;25/08/14;71;92;70.47894218;107;58.838;17.3696;189.8;188.8
25549601975;25/08/14;75;43;73.26659642;107;30.368;8.1184;189.8;188.8
25549601975;25/08/14;74;145;51.59864499;107;56.5604;27.376;189.8;188.8
25549601975;25/08/14;79;40.8;24.84252429;107;10.2492;7.70304;189.8;188.8
25549601975;25/08/14;76;5.89;0;107;0;1.112032;189.8;188.8
25549601975;25/08/14;78;6.4;-2.681940243;107;1.17676;1.20832;189.8;188.8
25549601975;25/08/14;80;47.78;11.98470124;107;10.2492;9.020864;189.8;188.8
25549601975;16/07/15;71;57;85.75;107;144;20.52;360;360
25549601975;16/07/15;75;23;95.20833333;107;172.8;8.28;360;360
25549601975;16/07/15;74;135;83.31273177;107;291.24;48.6;360;360
25549601975;16/07/15;79;37.8;64.33962264;107;38.16;13.608;360;360
25549601975;16/07/15;76;22.1;0;107;0;7.956;360;360
25549601975;16/07/15;78;11.3;16.91176471;107;4.896;4.068;360;360
25549601975;16/07/15;80;62.51;41.02830189;107;38.16;22.5036;360;360
25549601975;23/09/15;71;24;89.95424107;107;21.504;2.16024;89.6;90.01
25549601975;23/09/15;75;16;96.07970383;107;36.736;1.44016;89.6;90.01
25549601975;23/09/15;74;103;83.57598143;107;56.448;9.27103;89.6;90.01
25549601975;23/09/15;79;14.8;83.29469302;107;7.9744;1.332148;89.6;90.01
25549601975;23/09/15;76;20;0;107;0;1.8002;89.6;90.01
25549601975;23/09/15;78;5.8;32.24953281;107;0.77056;0.522058;89.6;90.01
25549601975;23/09/15;80;35.99;59.37675687;107;7.9744;3.2394599;89.6;90.01
25552002429;23/09/15;71;11;80.35714286;105;2.4248;0.4763;43.3;43.3
25552002429;23/09/15;75;12;91.42857143;105;6.062;0.5196;43.3;43.3
25552002429;23/09/15;74;70;77.34627832;105;13.3797;3.031;43.3;43.3
25552002429;23/09/15;79;34.1;57.95314427;107;3.51163;1.47653;43.3;43.3
25552002429;23/09/15;76;19.5;0;107;0;0.84435;43.3;43.3
25552002429;23/09/15;78;6.2;23.45679012;107;0.35073;0.26846;43.3;43.3
25552002429;23/09/15;80;54.82;32.40443896;107;3.51163;2.373706;43.3;43.3
25552102262;30/06/14;71;64;77.20797721;107;3.51;0.8;9;12.5
25552102262;30/06/14;75;52;85.26077098;107;4.41;0.65;9;12.5
25552102262;30/06/14;74;211;74.29337232;107;10.26;2.6375;9;12.5
25552102262;30/06/14;76;37.2;0;107;0;0.465;9;12.5
25552102262;30/06/14;78;7;32.01243201;107;0.1287;0.0875;9;12.5
25555000109;24/04/13;71;63;34.375;106;2.0736;1.3608;21.6;21.6
25555000109;24/04/13;75;110;15.38461538;106;2.808;2.376;21.6;21.6
25555000109;24/04/13;74;305;14.08450704;106;7.668;6.588;21.6;21.6
25555000109;24/04/13;79;41;0;107;0.8856;0.8856;21.6;21.6
25555000109;24/04/13;76;0.01;0;107;0;0.000216;21.6;21.6
25555000109;24/04/13;78;5.3;-29.26829268;107;0.08856;0.11448;21.6;21.6
25555000109;24/04/13;80;41.51;-1.243902439;107;0.8856;0.896616;21.6;21.6
25555000109;07/07/15;71;35;90.27777778;105;3.384;0.329;9.4;9.4
25555000109;07/07/15;75;45;84.48275862;105;2.726;0.423;9.4;9.4
25555000109;07/07/15;74;236;67.44827586;105;6.815;2.2184;9.4;9.4
25555000109;07/07/15;79;45.8;24.54695222;107;0.57058;0.43052;9.4;9.4
25555000109;07/07/15;76;0.32;0;107;0;0.003008;9.4;9.4
25555000109;07/07/15;78;5.1;39.28571429;107;0.07896;0.04794;9.4;9.4
25555000109;07/07/15;80;46.14;23.98682043;107;0.57058;0.433716;9.4;9.4
25555101629;02/04/12;71;2;99.2;105;16.525;0.1322;66.1;66.1
25555101629;02/04/12;75;3;98.75;105;15.864;0.1983;66.1;66.1
25555101629;02/04/12;74;34;94.96296296;105;44.6175;2.2474;66.1;66.1
25555101629;02/04/12;79;3;96.15384615;107;5.1558;0.1983;66.1;66.1
25555101629;02/04/12;76;20;0;107;0;1.322;66.1;66.1
25555101629;02/04/12;78;6.4;8.571428571;107;0.4627;0.42304;66.1;66.1
25555101629;02/04/12;80;34;56.41025641;107;5.1558;2.2474;66.1;66.1
25555101629;17/04/13;71;4.4;96.9037037;105;24.03;0.74404;160.2;169.1
25555101629;17/04/13;75;3;97.56410256;105;20.826;0.5073;160.2;169.1
25555101629;17/04/13;74;37;88.16498316;105;52.866;6.2567;160.2;169.1
25555101629;17/04/13;79;1;97.54521964;107;6.8886;0.1691;160.2;169.1
25555101629;17/04/13;76;25;0;107;0;4.2275;160.2;169.1
25555101629;17/04/13;78;3.6;19.14893617;107;0.75294;0.60876;160.2;169.1
25555101629;17/04/13;80;26.06;36.02842377;107;6.8886;4.406746;160.2;169.1
25555101629;28/04/14;71;6;97.29801325;105;30.2;0.816;120.8;136
25555101629;28/04/14;75;4;97.49816041;105;21.744;0.544;120.8;136
25555101629;28/04/14;74;42;90.36970098;105;59.3128;5.712;120.8;136
25555101629;28/04/14;79;10.8;77.60784457;107;6.55944;1.4688;120.8;136
25555101629;28/04/14;76;19.1;0;107;0;2.5976;120.8;136
25555101629;28/04/14;78;5.5;4.73764646;107;0.7852;0.748;120.8;136
25555101629;28/04/14;80;30.28;37.21903089;107;6.55944;4.11808;120.8;136
25555101629;15/06/15;71;5;99.27480802;105;66.672;0.4835;92.6;96.7
25555101629;15/06/15;75;7;98.41088365;105;42.596;0.6769;92.6;96.7
25555101629;15/06/15;74;31;97.82734428;105;137.974;2.9977;92.6;96.7
25555101629;15/06/15;79;15.4;83.48885272;107;9.01924;1.48918;92.6;96.7
25555101629;15/06/15;76;1.07;0;107;0;0.103469;92.6;96.7
25555101629;15/06/15;78;6.6;54.65641696;107;1.40752;0.63822;92.6;96.7
25555101629;15/06/15;80;17.02;81.7519658;107;9.01924;1.645834;92.6;96.7
25555102443;22/10/15;71;4;99.24611539;105;40.802;0.3076;88.7;76.9
25555102443;22/10/15;75;3;99.40888593;105;39.028;0.2307;88.7;76.9
25555102443;22/10/15;74;15;98.10980965;105;61.0256;1.1535;88.7;76.9
25555102443;22/10/15;79;22.44;50.74747763;107;3.50365;1.725636;88.7;76.9
25555102443;22/10/15;76;21.1;0;107;0;1.62259;88.7;76.9
25555102443;22/10/15;78;1.6;86.53254671;107;0.91361;0.12304;88.7;76.9
